label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
MATH_OPERATOR,0.0,0.0,0.0,-0.04858976602554321,-0.022727608680725098,-0.02380045464298064,-0.09401440620422363,-0.08119469881057739,-0.03681303521653945,-0.1267574429512024,-0.12461155652999878,-0.04993731116911704,-0.15882742404937744,-0.14707577228546143,-0.06303141227027709,-0.05304145812988281,-0.18513935804367065,-0.02082375770470435,-0.06017488241195679,-0.26719552278518677,-0.04214600434562499,-0.06260806322097778,-0.3173533082008362,-0.0545889098014527,-0.0648350715637207,-0.36172983050346375,-0.0635506804849797,-0.016228199005126953,-0.18057215213775635,-0.02333062848111922,-0.015094280242919922,-0.21806055307388306,-0.0658908184435063,-0.015679121017456055,-0.1473882794380188,-0.07472524007818038,-0.0167657732963562,-0.0987173318862915,-0.06937302609941298,0.018232107162475586,-0.16497641801834106,-0.028883745503037517,0.02050304412841797,-0.18588662147521973,-0.07035392483732039,0.011913776397705078,-0.11929202079772949,-0.06351452281734282,0.004667818546295166,-0.08247053623199463,-0.04690087920090491,0.05065995454788208,-0.14371168613433838,-0.035969376173227374,0.0540124773979187,-0.1746266484260559,-0.05989524310490424,0.041727662086486816,-0.12975239753723145,-0.05102387031575972,0.03257286548614502,-0.1027037501335144,-0.03794767668506438
MATH_OPERATOR,0.0,0.0,0.0,-0.0496220588684082,-0.015677213668823242,-0.02308071120053512,-0.10393840074539185,-0.06527429819107056,-0.03624064935713989,-0.1441289186477661,-0.09762740135192871,-0.04979465244680625,-0.179337739944458,-0.11008024215698242,-0.06335368095308525,-0.07069188356399536,-0.1768430471420288,-0.021681684016883196,-0.08370107412338257,-0.256727397441864,-0.04352784617215377,-0.09008902311325073,-0.3051917552947998,-0.056244295969307245,-0.09607928991317749,-0.3480672240257263,-0.06544294296175224,-0.03397250175476074,-0.17884010076522827,-0.024589144572317423,-0.0359187126159668,-0.21404153108596802,-0.06786501495510322,-0.030062198638916016,-0.14407646656036377,-0.076903120562136,-0.026977121829986572,-0.09620833396911621,-0.07173235802322608,0.0013222098350524902,-0.16946029663085938,-0.030474957957565607,0.001179039478302002,-0.18648773431777954,-0.07157339988619071,-0.0007995367050170898,-0.11961495876312256,-0.06533966301351768,-0.004842817783355713,-0.08240222930908203,-0.04937840713530761,0.03488731384277344,-0.15376001596450806,-0.037937887891828836,0.03666889667510986,-0.18024694919586182,-0.06160429207950813,0.028555691242218018,-0.13492733240127563,-0.05379345355898124,0.0209958553314209,-0.10785067081451416,-0.04162524355918151
MATH_OPERATOR,0.0,0.0,0.0,-0.05537378787994385,-0.01791369915008545,-0.010861236714106326,-0.11069053411483765,-0.07557541131973267,-0.017000261806231265,-0.14645302295684814,-0.11447584629058838,-0.026547076292615657,-0.1804368495941162,-0.12875229120254517,-0.03716060157893253,-0.07265162467956543,-0.1835155487060547,-0.004465565663110738,-0.08996850252151489,-0.2628896236419678,-0.022979401164036517,-0.09993654489517212,-0.3142056465148926,-0.03350381191847873,-0.10740447044372559,-0.3557818531990051,-0.0411369093882854,-0.03655529022216797,-0.1845708191394806,-0.014398541413527255,-0.059106290340423584,-0.22880569100379944,-0.055753853284102206,-0.05923229455947876,-0.1582096815109253,-0.06448158632991863,-0.05176949501037598,-0.10264438390731812,-0.05763005103943897,0.00033229589462280273,-0.17425638437271118,-0.026924848668556933,-0.019810914993286133,-0.19303396344184875,-0.0661458150672729,-0.020134687423706055,-0.1226462721824646,-0.059766966961603885,-0.013991832733154297,-0.08082318305969238,-0.04255777608631206,0.038878560066223145,-0.15795713663101196,-0.040146872513275866,0.01885688304901123,-0.18372583389282227,-0.061607271544914965,0.011087119579315186,-0.14038893580436707,-0.05297680955408168,0.013259530067443848,-0.11525511741638184,-0.03984077286003185
MATH_OPERATOR,0.0,0.0,0.0,-0.04682976007461548,-0.02553844451904297,-0.022671441496711964,-0.09155315160751343,-0.08777487277984619,-0.03414383059869408,-0.12460213899612427,-0.1338241696357727,-0.046284827352863545,-0.15776818990707397,-0.15153855085372925,-0.05782540789375901,-0.05613434314727783,-0.18811917304992676,-0.01661319932470917,-0.06178855895996094,-0.2733686864376068,-0.03650618991385102,-0.06337809562683105,-0.3229786157608032,-0.04704882106314301,-0.06353157758712769,-0.366812065243721,-0.05443169823418259,-0.01994633674621582,-0.18391868472099304,-0.01962473145256638,-0.010286986827850342,-0.23125439882278442,-0.06240954524407982,-0.007990419864654541,-0.1660243570804596,-0.07171833416948914,-0.008640766143798828,-0.11606264114379883,-0.0657210042191565,0.013535737991333008,-0.17060649394989014,-0.02566156438122391,0.02319735288619995,-0.1946139633655548,-0.06591287902126908,0.017054975032806396,-0.13088861107826233,-0.060580301047664875,0.009378194808959961,-0.09041792154312134,-0.04445213726292252,0.044900596141815186,-0.15180179476737976,-0.033386762203079456,0.05513399839401245,-0.18236449360847473,-0.05548474839459061,0.0441552996635437,-0.1441498100757599,-0.0483070862902224,0.03245699405670166,-0.11721572279930115,-0.036474416912895435
MATH_OPERATOR,0.0,0.0,0.0,-0.04433143138885498,-0.010422706604003906,-0.02053590655589943,-0.08952414989471436,-0.052483558654785156,-0.03228858277464752,-0.12263530492782593,-0.08554494380950928,-0.04446941405797844,-0.153076171875,-0.09943455457687378,-0.05676189601684456,-0.06385600566864014,-0.15042906999588013,-0.017127902957447816,-0.07726019620895386,-0.21986377239227295,-0.03538801685238724,-0.08422708511352539,-0.26284897327423096,-0.0460222826924408,-0.08982276916503906,-0.30061036348342896,-0.05361322477723007,-0.031078100204467773,-0.1524561047554016,-0.01996789291764145,-0.03546422719955444,-0.19441044330596924,-0.05697374582553749,-0.029267489910125732,-0.13482171297073364,-0.06505689189101105,-0.02365642786026001,-0.08920466899871826,-0.0602194832291687,0.0008229613304138184,-0.14471906423568726,-0.025395391288050462,-0.0014126300811767578,-0.16926366090774536,-0.06216896116996651,-0.0010390281677246094,-0.11014461517333984,-0.05678258255387192,-0.0011390447616577148,-0.0724412202835083,-0.04190714448953514,0.03193974494934082,-0.13226914405822754,-0.03206284880901222,0.029774844646453857,-0.16846835613250732,-0.05320691481495743,0.02409052848815918,-0.1312081217765808,-0.04533027649188881,0.020451486110687256,-0.10331571102142334,-0.0335170903828228
MATH_OPERATOR,0.0,0.0,0.0,-0.046788573265075684,-0.018338263034820557,-0.020408740175291484,-0.09264302253723145,-0.07019704580307007,-0.030271300954147762,-0.12586218118667603,-0.11094802618026733,-0.04084945274643559,-0.15641182661056519,-0.1259438395500183,-0.05092488033823628,-0.06683969497680664,-0.163156658411026,-0.012607691717668956,-0.07752567529678345,-0.23766079545021057,-0.030523167831226772,-0.08248543739318848,-0.28143054246902466,-0.04031648663930554,-0.08595061302185059,-0.3201168477535248,-0.04708138657860417,-0.03413546085357666,-0.16433492302894592,-0.015675056633874362,-0.029716551303863525,-0.2139747440814972,-0.05474753482393879,-0.02368485927581787,-0.1577053964138031,-0.06418259618930477,-0.021075963973999023,-0.1122027039527893,-0.0590812618856873,-0.0029464364051818848,-0.1573067605495453,-0.021564803925677722,0.0046953558921813965,-0.18183603882789612,-0.059746527952476924,0.003510713577270508,-0.1222372055053711,-0.05633719815067906,-0.0007494091987609863,-0.08259540796279907,-0.04179163454227108,0.026859641075134277,-0.1453011929988861,-0.028789754865094608,0.03276258707046509,-0.17658042907714844,-0.05028451411180157,0.026161015033721924,-0.13921082019805908,-0.04420026196293492,0.018291592597961426,-0.11061710119247437,-0.03324432848148007
MATH_OPERATOR,0.0,0.0,0.0,-0.049746155738830566,-0.020395338535308838,-0.019290795686735862,-0.09877645969390869,-0.07368475198745728,-0.028789427268399947,-0.1344406008720398,-0.11564305424690247,-0.039350062745704406,-0.16575324535369873,-0.13127759099006653,-0.049560208010568374,-0.0707775354385376,-0.16821545362472534,-0.0124266726403377,-0.08255517482757568,-0.24537387490272522,-0.031067380818619483,-0.08774912357330322,-0.29087746143341064,-0.041727058726444,-0.09115028381347656,-0.33139668405056,-0.04925143732418036,-0.03648054599761963,-0.1693081557750702,-0.016540929812087768,-0.03274333477020264,-0.22230127453804016,-0.05746169774521803,-0.02737325429916382,-0.16525650024414062,-0.06804729639281248,-0.024763882160186768,-0.11769559979438782,-0.0635219329475305,-0.003431081771850586,-0.1606450080871582,-0.023229451987042182,0.004818856716156006,-0.18670764565467834,-0.0629786738633058,0.0021712779998779297,-0.12658318877220154,-0.0599119068561933,-0.0031441450119018555,-0.08451414108276367,-0.04517291127432799,0.027574896812438965,-0.14660736918449402,-0.031080462175502532,0.03270202875137329,-0.1807311475276947,-0.053686857360496276,0.025466084480285645,-0.14339271187782288,-0.04742086692441916,0.017407238483428955,-0.11276441812515259,-0.036031618851318115
MATH_OPERATOR,0.0,0.0,0.0,-0.04793745279312134,-0.016780078411102295,-0.021233617565698637,-0.09355729818344116,-0.0679125189781189,-0.03282936593062402,-0.1268610954284668,-0.11000198125839233,-0.04525180836684228,-0.15904343128204346,-0.12735044956207275,-0.05748725613123895,-0.06417393684387207,-0.16532987356185913,-0.015725949085421576,-0.07376688718795776,-0.24215877056121826,-0.035488381288118376,-0.07771921157836914,-0.2884829342365265,-0.046991157583065046,-0.08016633987426758,-0.32960522174835205,-0.05493809213406564,-0.02980595827102661,-0.16526365280151367,-0.018986440501279844,-0.026264488697052002,-0.20932161808013916,-0.05971383606559755,-0.02152729034423828,-0.14902609586715698,-0.06964372029072763,-0.019375503063201904,-0.10170584917068481,-0.06501427223450662,0.0028620362281799316,-0.15659749507904053,-0.025053792870707525,0.008343398571014404,-0.18051421642303467,-0.06418564101225854,0.005978107452392578,-0.12062829732894897,-0.059473796985216154,0.0013924241065979004,-0.08103501796722412,-0.04417633195883752,0.03372544050216675,-0.14309465885162354,-0.0325549983001423,0.03869837522506714,-0.17708146572113037,-0.054181951335735334,0.03198045492172241,-0.14032578468322754,-0.04656116967565538,0.024835705757141113,-0.11300879716873169,-0.034458997896976484
MATH_OPERATOR,0.0,0.0,0.0,-0.05333757400512695,-0.0191880464553833,-0.023793803389693835,-0.10526472330093384,-0.0697331428527832,-0.03765383907737885,-0.14706754684448242,-0.107455313205719,-0.051560683037664035,-0.1822412610054016,-0.12229865789413452,-0.06496641584816132,-0.07455021142959595,-0.18685227632522583,-0.027138741548682788,-0.08755207061767578,-0.27672410011291504,-0.05444960096063767,-0.09366756677627563,-0.3295328617095947,-0.07075547226848755,-0.09694105386734009,-0.3783271908760071,-0.08185016908826981,-0.035069823265075684,-0.18987852334976196,-0.02898027547779236,-0.029500126838684082,-0.23034244775772095,-0.07243277677478943,-0.025753498077392578,-0.15704870223999023,-0.07860095598879013,-0.024325907230377197,-0.11509466171264648,-0.07249299236717377,0.0029738545417785645,-0.18001389503479004,-0.03427811139407311,0.008207380771636963,-0.20382827520370483,-0.07476880201282654,0.002920985221862793,-0.13717752695083618,-0.06546123125734482,-0.002004563808441162,-0.10712170600891113,-0.048429479684259036,0.03801381587982178,-0.16310745477676392,-0.04144237362923775,0.04736131429672241,-0.19666486978530884,-0.06436562338056717,0.03580528497695923,-0.15258091688156128,-0.0552892329651371,0.02635955810546875,-0.12888401746749878,-0.0427826026934639
MATH_OPERATOR,0.0,0.0,0.0,-0.052348196506500244,-0.011978507041931152,-0.030856238395919888,-0.10162150859832764,-0.06054490804672241,-0.04812827119325647,-0.14052754640579224,-0.0972832441329956,-0.06445650914405832,-0.17689168453216553,-0.11289483308792114,-0.08057242789958963,-0.06907409429550171,-0.18292367458343506,-0.027967102543463795,-0.0766414999961853,-0.2630753517150879,-0.05181784340833673,-0.08111774921417236,-0.312838613986969,-0.06655579963420877,-0.08518683910369873,-0.3588884472846985,-0.07734938123916635,-0.030591964721679688,-0.18684357404708862,-0.027489406705846875,-0.026825904846191406,-0.2149738073348999,-0.0698535458156968,-0.02472865581512451,-0.14185315370559692,-0.07851745346282968,-0.024634182453155518,-0.09945499897003174,-0.07409037062620172,0.005902349948883057,-0.17687737941741943,-0.030804129035225003,0.00984179973602295,-0.19086205959320068,-0.0723095105001832,0.004290878772735596,-0.12363243103027344,-0.06545505830739984,-0.0013859272003173828,-0.09291797876358032,-0.04977509164904603,0.03987640142440796,-0.15996932983398438,-0.036472642512073605,0.04643142223358154,-0.18740570545196533,-0.0613510214695836,0.03577780723571777,-0.13957327604293823,-0.053072465301504224,0.026413321495056152,-0.11330771446228027,-0.04058999353741655
